0.000000	-1.058949
0.001264	-1.039162
0.002528	-1.164666
0.003792	-1.101133
0.005056	-1.164028
0.006321	-1.147744
0.007585	-1.136401
0.008849	-1.153730
0.010113	-1.145883
0.011378	-1.159277
0.012642	-1.161364
0.013906	-1.153853
0.015170	-1.153372
0.016434	-1.166459
0.017699	-1.157776
0.018963	-1.161204
0.020227	-1.171770
0.021491	-1.164553
0.022756	-1.181651
0.024020	-1.180566
0.025284	-1.167438
0.026548	-1.173770
0.027812	-1.179628
0.029077	-1.173311
0.030341	-1.185226
0.031605	-1.173583
0.032869	-1.183654
0.034134	-1.195945
0.035398	-1.184085
0.036662	-1.193396
0.037926	-1.198700
0.039190	-1.191718
0.040455	-1.200911
0.041719	-1.198713
0.042983	-1.198879
0.044247	-1.199038
0.045512	-1.205094
0.046776	-1.203223
0.048040	-1.211602
0.049304	-1.201945
0.050568	-1.201616
0.051833	-1.217301
0.053097	-1.209692
0.054361	-1.212929
0.055625	-1.214889
0.056890	-1.210544
0.058154	-1.221974
0.059418	-1.221238
0.060682	-1.220834
0.061946	-1.219584
0.063211	-1.219086
0.064475	-1.227787
0.065739	-1.231388
0.067003	-1.222622
0.068268	-1.224444
0.069532	-1.233714
0.070796	-1.231536
0.072060	-1.227272
0.073324	-1.248576
0.074589	-1.239811
0.075853	-1.244201
0.077117	-1.244205
0.078381	-1.242281
0.079646	-1.239579
0.080910	-1.241685
0.082174	-1.245861
0.083438	-1.255266
0.084702	-1.244882
0.085967	-1.252802
0.087231	-1.262591
0.088495	-1.247392
0.089759	-1.247803
0.091024	-1.266334
0.092288	-1.258647
0.093552	-1.262534
0.094816	-1.265065
0.096080	-1.259782
0.097345	-1.266820
0.098609	-1.271053
0.099873	-1.270643
0.101137	-1.271560
0.102402	-1.274177
0.103666	-1.282908
0.104930	-1.282262
0.106194	-1.277404
0.107458	-1.285704
0.108723	-1.279163
0.109987	-1.276078
0.111251	-1.289001
0.112515	-1.290690
0.113780	-1.282327
0.115044	-1.279156
0.116308	-1.292513
0.117572	-1.294956
0.118836	-1.298456
0.120101	-1.294689
0.121365	-1.298844
0.122629	-1.296318
0.123893	-1.297456
0.125158	-1.310193
0.126422	-1.309644
0.127686	-1.295840
0.128950	-1.311083
0.130214	-1.315705
0.131479	-1.305729
0.132743	-1.307956
0.134007	-1.316175
0.135271	-1.320334
0.136536	-1.329540
0.137800	-1.315646
0.139064	-1.317683
0.140328	-1.336073
0.141592	-1.329268
0.142857	-1.330686
0.144121	-1.332602
0.145385	-1.324571
0.146649	-1.337981
0.147914	-1.333023
0.149178	-1.336100
0.150442	-1.333858
0.151706	-1.334332
0.152970	-1.336647
0.154235	-1.348009
0.155499	-1.343143
0.156763	-1.347166
0.158027	-1.348174
0.159292	-1.345663
0.160556	-1.340973
0.161820	-1.360467
0.163084	-1.336191
0.164348	-1.350398
0.165613	-1.349500
0.166877	-1.353579
0.168141	-1.354765
0.169405	-1.362824
0.170670	-1.360210
0.171934	-1.362914
0.173198	-1.362726
0.174462	-1.371481
0.175726	-1.381144
0.176991	-1.363348
0.178255	-1.372522
0.179519	-1.377727
0.180783	-1.371780
0.182048	-1.382812
0.183312	-1.381765
0.184576	-1.375984
0.185840	-1.377553
0.187104	-1.376118
0.188369	-1.382800
0.189633	-1.388373
0.190897	-1.389877
0.192161	-1.387888
0.193426	-1.396878
0.194690	-1.399035
0.195954	-1.394101
0.197218	-1.402826
0.198482	-1.392043
0.199747	-1.410173
0.201011	-1.411427
0.202275	-1.395666
0.203539	-1.414686
0.204804	-1.398403
0.206068	-1.405673
0.207332	-1.406656
0.208596	-1.400681
0.209860	-1.397060
0.211125	-1.416321
0.212389	-1.412577
0.213653	-1.414546
0.214917	-1.428492
0.216182	-1.427420
0.217446	-1.415818
0.218710	-1.428496
0.219974	-1.422423
0.221238	-1.426525
0.222503	-1.423332
0.223767	-1.425950
0.225031	-1.442006
0.226295	-1.432322
0.227560	-1.433763
0.228824	-1.446983
0.230088	-1.443513
0.231352	-1.434506
0.232616	-1.453144
0.233881	-1.443898
0.235145	-1.441676
0.236409	-1.443771
0.237673	-1.440248
0.238938	-1.459988
0.240202	-1.445565
0.241466	-1.449844
0.242730	-1.466195
0.243994	-1.457447
0.245259	-1.450590
0.246523	-1.464511
0.247787	-1.465580
0.249051	-1.458310
0.250316	-1.467856
0.251580	-1.466399
0.252844	-1.462273
0.254108	-1.472428
0.255372	-1.465039
0.256637	-1.471774
0.257901	-1.469672
0.259165	-1.472698
0.260429	-1.477406
0.261694	-1.464831
0.262958	-1.471835
0.264222	-1.486654
0.265486	-1.485903
0.266750	-1.475716
0.268015	-1.481370
0.269279	-1.484485
0.270543	-1.486822
0.271807	-1.499127
0.273072	-1.495957
0.274336	-1.490709
0.275600	-1.491437
0.276864	-1.497365
0.278128	-1.494245
0.279393	-1.495618
0.280657	-1.498778
0.281921	-1.509778
0.283185	-1.512266
0.284450	-1.508693
0.285714	-1.508756
0.286978	-1.512511
0.288242	-1.512225
0.289506	-1.517328
0.290771	-1.509335
0.292035	-1.513410
0.293299	-1.518706
0.294563	-1.524481
0.295828	-1.517324
0.297092	-1.510367
0.298356	-1.523081
0.299620	-1.530474
0.300884	-1.540098
0.302149	-1.519524
0.303413	-1.531232
0.304677	-1.542934
0.305941	-1.520338
0.307206	-1.541219
0.308470	-1.536173
0.309734	-1.542209
0.310998	-1.537583
0.312262	-1.539739
